x,y,title,User,Category,Description,Installations,Score,image
1.7156224,11.445246,Puzzle for children - Kids game kids 1-3 years old,Children,Simple puzzles,"- A free game for kids 1-3 years old!

Welcome to Puzzle For Children - a fun game for kids 1-3 years old! There are 34 different puzzles with over 70 different animals, cars and fun objects to choose from.   

Puzzle For Children is a free kids ...","500,000",n/a,https://play-lh.googleusercontent.com/rKIrQnEt_lJNm3BXD5pkrkGUKV31wE_geg6sO1lYhVllj_zzsbO03l1ZpWuJe2AAfA
5.9545336,11.149555,Write ABC - Learn Alphabets Games for Kids,Children,Literacy - English / ABCs,"“Write ABC - Learn Alphabets Games for Kids” is your free app to Teach your kids how to Love Learning. Those who develop a love of learning at an early age continue the process throughout their lives and are generally more successful, interesting, im...","1,000,000",3.8,https://play-lh.googleusercontent.com/y5awCfeu2Q3uxv8q6s0_HyHpzDk0pBtNYS7u_CTp7SByFSLpgIVFpiGTB1nWYU6kkg
0.9993433,6.1821704,Positive Parenting Solutions,Parents,Parental support,"The 7-Step Parenting Success System Online Course Parenting-In-Your-Pocket ® mobile app is exclusively for enrollees in the 7-Step Parenting Success System online course from Positive Parenting Solutions.

Not a member yet? Learn more by attending ...","50,000",4.87,https://play-lh.googleusercontent.com/_UcPfXZAb554r7nSF5EpnGe1bcA3nsi5-oUaNoNnnBTgCkGdhx90KMvgDsoFvZ7HOa4
0.67395216,9.553133,Baby Panda World,Children,General play,"Baby Panda World is a collection of all the popular apps of BabyBus! All of your favorite content can be found here! Can't wait to explore a world that belongs to you? Let's create your own story!

EXPLORATION OF THE 100 AREAS
There are 100 fun ar...","50,000,000",4.16,https://play-lh.googleusercontent.com/kFoKklG46qR-6NogDp83n5onCpqtyiJfJJ-18e4-7rzFNvq27SoHTFuckQ3YPkM0SA
0.31286964,4.654661,Baby + | Your Baby Tracker,Parents,Tracking babies' rhythms," Baby born? Congratulations! Download the Baby+ tracker app to help you track your baby’s growth, development and upcoming milestones. Plus read lots of supportive articles and watch breastfeeding video guides for free! 

We’re trusted by over 50 m...","1,000,000",4.61,https://play-lh.googleusercontent.com/K0jCJoyghDZlCJz-kqcKk5cat5faBpW8FkbBHpg_keccKqB42H4DcWwqQ9A3W32fkGU
1.9808071,12.229466,Jigsaw Puzzles for Kids,Children,Simple puzzles,"Dragons, Unicorns, Pirates - it’s an easy jigsaw puzzle game for little boys and girls who are expected to put together cartoon puzzle pictures and pop balloons, all accompanied by jolly music. 

This jigsaw puzzle game helps your kids develop matc...","1,000,000",3.5,https://play-lh.googleusercontent.com/bOv9bY_tZvzkYdmDojvDftnu7odW4tYhkM3tg-nDfsqv7gv7gyL-CVORgyHhS89bA45Y
-1.0343832,7.4752693,Sleepy Sounds,Parents,Helping babies to sleep,"This app can be used to help your child / baby sleep. It can also be used by adults suffering with insomnia / sleep disorders.

There are 4 different options to choose from:

LULLABIES: The app will play a selection of lullabies to get your baby ...","1,000,000",4.18,https://play-lh.googleusercontent.com/iyFNQQfZQj5bj6LjBXayqinj2LMSnP3ov2ApuzyyqIfsofUK-cA5X6n6Rn4hH27fnUw
4.001643,9.742165,Starfall.com,Children,Learning play,"Read, learn, and play with fun activities, games, and songs on Starfall! Covers reading, math, music, and more -- preschool to third grade. Includes free and member content.  Join Zac the Rat and his friends on an exciting learning journey, starting ...","5,000,000",4.04,https://play-lh.googleusercontent.com/QRrnPBiqQWpy-WkUiYF4czeIh7A1nRwF3QySBON6gBC_qEjEqTjQIGIU__5d4PpwYZk
5.348336,9.636203,Word Wizard for Kids - Learn to Read & Spell,Children,Literacy - English / ABCs," Editor's Choice Award for Excellence in Design - Children's Technology Review
140,000 Units Sold to Schools!
 
Want to teach your kids to read or spell words? Word Wizard offers several unique reading and spelling activities for children ages 4 to...","100,000",3.67,https://play-lh.googleusercontent.com/tYxPKhNofnELBDdqPBn9W8pPa6ZrCDlZPHn81EB0pBjGhN1fGXPN6iLa1FdJl9jm3r4V
0.42595214,9.689143,Sago Mini Airport,Children,General play,"It’s vacation time, and your Sago Mini friends got to the airport early. Luckily, there’s lots to do while they wait!   

Watch the bags go by on the conveyor belt, check your belongings through the security x-ray, grab a snack at the vending machi...","5,000",n/a,https://play-lh.googleusercontent.com/wi6_63zNlgj9S7RxGqp6e8HlQZwxDxRwyC1aszZDKB_ak44u4W3_C2Mw_RePUIs-BS0
2.974226,8.554087,The Monster at the End of This Book,Children,Literacy - English / Reading and Stories,"This is an animated storybook app, which will humorously help teach your child about emotions and early reading skills. 

The best-selling classic becomes an interactive storybook!

“Emotional expression, humor, built-in vocabulary, and interacti...","1,000",n/a,https://play-lh.googleusercontent.com/MxApZ4mPCl2qh0wHwxPmLxzY16UBPUv6eeqzlrLXRwDltz4EmMgNpGwf-s-vEiWguxo
1.3872113,10.039495,Sago Mini Apartment Adventure,Children,General play,"Try before you buy!* Play Apartment Adventure free 6 times, no strings attached.

Hop in the elevator with Jinja, and practice counting the floors as you go up, up, up. There’s fun to be had and friends to meet at each of the 7 floors – will you ri...","100,000",2.4,https://play-lh.googleusercontent.com/0p_Nm0tsfzkEg-WmdMaF6fjUGryyGTXhD-UfYWeJ_M4yfBBQdK63DK1aQj7FiXm2vQ
2.0930896,0.47193652,Flo Menstrual & Period Tracker,Parents,Fertility tracking,"Over 230 million women around the globe have already chosen Flo as their menstrual calendar, period tracker, fertility tracker, and pregnancy assistant!

Flo is a smart and simple feminine menstrual cycle calendar with a period tracker, helpful pre...","50,000,000",4.65,https://play-lh.googleusercontent.com/203KrYX6ZPQ4LvwcRxg8y57mDXpLp5eE7xbStyUpwVeWt0_WuF4zEVwMiuTffkSSuH9D
4.2011595,13.507733,Math Kids: Math Games For Kids,Children,Numeracy development,"It's never too early to start your child's education. Preschoolers, kindergarteners, toddlers, and older kids are eager to learn their ABCs, counting, addition, subtraction, and more! The best way to encourage that is to share smart, well-made educat...","10,000,000",3.97,https://play-lh.googleusercontent.com/NXJdwPiM5dLKF48LV9QMEpYXz5WOz5PU2oh_BzchyylUZf7zgp_0VDYtuHYk4aT4azw
2.5650563,11.268632,Car City: Kindergarden Toddler Learning Games,Children,Learning play,"Teach all the preschool and kindergarten essential lessons to your toddler! 

Packed with fun and cute characters to learn while having fun,  these ad-free educational games are developped to teach little toddlers through super fun activities.

P...","100,000",n/a,https://play-lh.googleusercontent.com/GuR4IHE3pLgnksc79Dv8In-e2pR2kZO0f4Zk5rskYRxBFfWjbevKb5oCs2zCzct-h1U
4.582161,9.635137,Phonics Hero - Superpower Reading and Spelling,Children,Literacy - English / ABCs,"Recognised by the UK’s Department for Education for our ""fun, educational and engaging design"", Phonics Hero gives your child the strongest reading and spelling phonics foundations. 

🚀 97.5% of parents saw an improvement in their child’s reading. ...","10,000",2.56,https://play-lh.googleusercontent.com/n-WVVcXZCyuxPtiKws4uKOdx5RrrLwg2E4LObbj8ZouE0GwlWUK2ZSsQnCTxX_qs_u2h
5.9452233,9.7912035,Akili's Alphabet —Akili and Me,Children,Literacy - English / ABCs,"Akili and Me™

School's here. We hope your toddler's READY! Have you given him/her the tools to excel this year? Akili’s Alphabet gives your 3 to 6-year-olds a head start!

Ubongo™

Your child will love learning letters with this new FREE app f...","500,000",4.36,https://play-lh.googleusercontent.com/DonV93kVYNY4pZK6qyqr_Sf_uynwVIFX-Bsk7p-eF8OkyDuoFUz4nul9Oli8TFCkUpnC
4.310928,12.963957,Singapore Math: Learning Games,Children,Numeracy development,Math Games for Kids is a unique app that includes a wide range of number games for preschoolers that ensures fun brain training for a child. Help your kid learn math while embarking on an entertaining adventure in the land of figures and logical thin...,"10,000",4.6,https://play-lh.googleusercontent.com/hgXj-rzmLTvBghGP9ZasI5W9VST4llVxyTfeU5u1RHWawQ1Lf3A_cFPReQRGg-YjFHA
4.326574,9.534928,Autism Treatment Evaluation Checklist (ATEC). ASD,Children,Learning play,"Available languages are:
🇦🇪 🇧🇬 🇧🇷 🇨🇿 🇩🇪 🇫🇷 🇬🇧 🇭🇺 🇮🇹 🇯🇵 🇰🇷 🇲🇽 🇷🇴 🇷🇺 🇸🇦 🇺🇦 🇺🇸 🇪🇸

Hello, I am the father of a girl with autism. This application was made by me to help other parents of children with ASD and professionals dealing with autistic childr...","50,000",n/a,https://play-lh.googleusercontent.com/434VSstgt4xaFwCpIkmREYGSJWIa0kpA4svUiZkvZIIM_N1fr_Nrnx9PMzmnhQZZ6eY
2.4386322,11.724141,Educational games for kids,Children,Learning play,"Funny life situations of little Jack will teach your child in the easiest form! The game develops logic, attention, memory and color perception. Excellent graphics, lots of animation, phonic voice, lively music and funny sounds will not get you bored...","100,000",4.36,https://play-lh.googleusercontent.com/sCP2OgWTJLzLkxih7pAfoe1txWnydT0ugbQFaW7mhdFk_JjsNjjea5J1masM5mT2gA
2.444198,0.69958526,Ovulation & Period Tracker,Parents,Fertility tracking,"Glad to hear from BBC & Privacy International have verified: 

“We initially looked at the most popular apps: Period Tracker by Leap Fitness Group...We did a dynamic analysis of the apps using our data interception environment to look at the data t...","10,000,000",4.86,https://play-lh.googleusercontent.com/r1wPpjtPcoEzixNTaYPh7MR0_jUwo-0JUbjeozsSWMPDUUVckNRDdqu9PB07sYPN4mZ0
1.2485228,13.868665,Christmas Coloring Pages for Kids,Children,Drawing and colouring,"Christmas Coloring Pages for Kids is a perfect edutainment app for your toddler.

Let your child improve their artistic abilities and hand-eye coordination through the fun of coloring, drawing and decorating. It is a perfect app to boost creativity...","10,000",n/a,https://play-lh.googleusercontent.com/PZafEXrghiM00wopNRRm6KQ1BRYl-Yh1g--0HrrpAwfS-XWpvKCJfn6xJFGr9sG0iYC5
1.4556867,11.6713705,Memokids: Matching game,Children,General play,"🎊 🎉 Welcome to the great MemoKids - Memory Game! The classic matching game! 🐶🐶

👉 This memory games (or Memotest) for kids is a Memorama designed to play with the family. It is one of the best toddler games to exercise the brain for minutes or hour...","100,000",3.36,https://play-lh.googleusercontent.com/rJQoTmi-gz-Zl2abtQG_KKdKrueYYuZavlkqcL4SZf0eVaTS1FRVmoWHGsg1Aw14chUI
4.1789384,8.143848,PalFish English - Picture Book,Children,Literacy - English / Reading and Stories,"PalFish English is an online picture book library for all kids from 2 to 12! PalFish English offers kids  online reading experience. Enjoy picture book anytime, anywhere. Read with PalFish English, Learn with Fun!

With PalFish English, kids can br...","1,000,000",4.61,https://play-lh.googleusercontent.com/nM6CEBVdUs6bC_yiAxBhYldxHvBCNyK-d3vQG35pX7DJZDL8zaQlxYlaT5dR_g01_zKX
3.13773,12.669001,Learning shapes: toddler games,Children,Learning play,"Smart shapes is a learning game, where children 1 - 4 years study geometric shapes playing several kids games. Our baby games will teach toddlers to call, draw and match busy shapes. Also, it will develop fine motor skills, logic, memory. Let’s learn...","500,000",4.44,https://play-lh.googleusercontent.com/ed-siiGRqbpco3gKfNCa88s1ivpG-cTIQfVdpk0i1PWzeMtGN_uraNaYiOo9wAgv9n8
4.5980163,13.357604,Kids Numbers and Math Lite,Children,Numeracy development,"Kids will learn to:
✔ Count
✔ Compare numbers
✔ Add
✔ Subtract
✔ Match numbers

Wouldn't it be just wonderful if there was a simple game for preschoolers that made learning numbers and basic math skills enjoyable?  There is!  It's called Kids ...","5,000,000",3.75,https://play-lh.googleusercontent.com/R8rTBGpUy8SC4VHPDc6to1XRB5ccugumd2EurP2VGJzjzBFcjGwRRFjiGBJ_bOJU7fA
0.990776,13.700993,Baby Coloring games for kids with Glow Doodle,Children,Drawing and colouring,"Kids coloring and drawing! For ages 2 to 6
Glow doodle & Animated coloring pages
App is designed to be educational, creativity booster for artistic kids!

Key Features:

► Toddler coloring mode
► Drawing mode - simplified for kids
► 80+ Color...","1,000,000",4.66,https://play-lh.googleusercontent.com/n0MHO-qdrjC6jl6IvxNPdxZ0HOV2sv5WXIFs8wcGgIRUCTLSDcoNnOuABvW-ntNYzAs
2.059569,9.680671,Miga Baby: Music For Toddlers,Children,General play,"New MIGA Baby Series,Exclusively Designed for Children Aged 1-4 Years,MIGA Music Games helps children understand and acquire knowledge about sounds in a step-by-step way

MIGA Music Games helps children understand and acquire knowledge about sounds...","500,000",4.2,https://play-lh.googleusercontent.com/DxT3J290BEkxH0VzE6BmU-hj7dqvtUtfNTlmuG5e--BHN53-0SeQ-WrfnvKHiWireGXH
2.2173932,0.5986985,Period Tracker,Parents,Fertility tracking,"Period Tracker is a classy, pleasant, and discrete interface to track your periods, daily moods, health symptoms, notes, and even the weather, so you can see how they correlate to your cycle days.

It's easy to see predicted periods and fertility d...","100,000",3.85,https://play-lh.googleusercontent.com/9eHOG8WoG0BDPN3sLTuhqjdbgij_owJSJ6Qg-dGARqWtBaQ0yaCvGhKTbv2NcP0lrYE
2.2756274,9.785466,Sweet Home Stories - My family life play house,Children,General play,"Wake up and get ready! There are lots of things to do in Sweet Home Stories! A fun and safe educational doll house game for kids, about daily life in a household, where everyone is welcomed and the only rule is to use your imagination to create amazi...","10,000,000",3.83,https://play-lh.googleusercontent.com/Edj8jBfBKPQVRRoLvMaYxXFiFFYZ3nzIKX4KdrCH4V-CG6TV2DVWgYC8ToRXL81gG5Q
-1.308187,11.28362,Paint by Numbers - Dinosaurs,Children,General play,"Dinosaurs lived on Earth millions of years ago, long before our ancestors emerged on the face of the planet. These amazing animals boggle our imagination by their variety and size. Some were small like modern lizards, others as huge as a multi-storey...","50,000",n/a,https://play-lh.googleusercontent.com/BY5Q6kK2UIFlEOJ3ck9v5qYJ0Ot3qKgXEC44y80jd6BDVxIPzc2xOdcdpE9wLd3AL017
2.7671804,8.888062,Elmo Loves You!,Children,Literacy - English / Reading and Stories,"This is a storybook and early-learning reading app, which will help teach your child about love and friendship as you enjoy storytime together.
 
** Winner of The Appy Awards Best Book App **
** Winner of the Children's Technology Review Editor's ...","1,000",n/a,https://play-lh.googleusercontent.com/BQWRHcuJ_uKgTj3Q4jo939CRGk25z9oegjggzxp9Gk5ug_TZ33h_uAwQX2vJp52exrA
0.8512307,12.356826,CBeebies Get Creative: Paint,Children,Drawing and colouring,"Get Creative is a fun creative playground that encourages learning through independent play. 
 
Kids can draw, paint and doodle with new Easter-themed art tools and their favourite CBeebies friends - Peter Rabbit, Hey Duggee, Go Jetters, JoJo & Gra...","100,000",4.11,https://play-lh.googleusercontent.com/dhBgEBZARp_SLwhEiL8599XMSC0dYELd69aWUHkHSIo1O6ZlqHAR5Y23bLiGSgppMQ
0.9837699,11.49798,Dot to Dot - Animals,Children,Learning play,"A rich and diverse animal world is very interesting for young children. First we get acquainted with domestic animals, like for example, fluffy kittens and playful dogs. On the street, we come across small insects and chirping, spotted birds. In the ...","10,000",n/a,https://play-lh.googleusercontent.com/fowTOXLqxsNWBU28dQD6_Zmg1J6qqWXS13XjHbsA6lRPKdpowltYCwTNhdfBr-VRng
5.745807,10.236894,Alphabet for Kids ABC Learning - English,Children,Literacy - English / ABCs,"Here comes an app with music and colorful letters to help your toddler learn Alphabets in English! Best educational games for kids to Learn English letters and help writing the alphabet. Looking for a fun, free game & simple educational app to help y...","5,000,000",4.09,https://play-lh.googleusercontent.com/4coVlgBoU6gds_UFdp2RnGc4MwF0HnkPNZ840gcoQkiNxUhPKzzHTOa3IVgeJyVtS9za
2.480936,0.7893159,"Period Tracker Petal, Period & Ovulation Calendar",Parents,Fertility tracking,"What is Petal?
---💁It is a useful tool that helps track and record your period and ovulation condition. It can be your bestie, giving the most timely heads-up to help you get through the monthly tough time.

What can Petal do for you?
---💁This ap...","1,000,000",4.71,https://play-lh.googleusercontent.com/C4yym-8SEVu7xkKKLRnylfRjCkEn2zSu_VyjZgGDXZDFebr6AySPApG6c3z82L0NBPAS
2.3753843,12.158666,Puzzles for Toddler Kids - Play & Learn & Fun,Children,Learning play,"""Puzzles for Toddler Kids"" is a fun and educational game with lots of ""especially designed"" educational kids puzzles that help developing cognitive abilities for preschool children (mainly 3 years to 5 years). These toddler puzzles are proven to be v...","1,000,000",n/a,https://play-lh.googleusercontent.com/CYRR1eDHu-QWXbdiom6a7sLrXm3TY-gbc-OGuUSrz15PvMgkmk1kfBcuWh8AgYSFS74
2.0149202,0.58743036,Period Calendar Pro,Parents,Fertility tracking,"• Period Calendar Pro with no ads.
• New beautiful theme has been designed and published.

----------------------------------------------

The ★highest rating (4.7)★ period calendar!

Top 1 in Health & Fitness Over 43 Countries.
Top 5 in Heal...","5,000",4.52,https://play-lh.googleusercontent.com/yVqbpiMV-vb7ThB8Te-gCVyTVrGZrWnWQ5V3XRE2d0LW5n4nRgD_vjEQV-m-JWbPDA
3.587265,11.440702,Preschool & Kindergarten Games,Children,Learning play,30 interactive educational games for your preschool and kindergarten kids!  These games and lessons are used by millions of parents and teachers to help educate and entertain young kids.  As your pre-k child progresses through the lessons they earn s...,"1,000,000",3.51,https://play-lh.googleusercontent.com/Uvt9gNyupEFFBZWkwnZ1H6FhtS2LGX0w5bJSEz6B_0RijOFng30a_cRBZoDqn7IspQ
2.2710648,1.0371863,drip. menstrual cycle and fertility tracking,Parents,Fertility tracking,"Menstrual cycle tracking can help you understand your body symptoms and gives you insights into your menstrual health. Use drip for tracking your menstrual cycle and for fertility awareness. Unlike other menstrual cycle tracking apps, drip is open-so...","10,000",n/a,https://play-lh.googleusercontent.com/lJ0KIsmqpLP4LwH7euuiTSr3bJPPgjdnGBGBgx9TBWn3NIWQBgRumCvaKRAbZuKe3rI5
2.605553,11.910834,Tell a Story - Game to Train Speech & Logic,Children,Learning play,"This educational game for kids trains speech and logic. It is best for children ages 4, 5, 6 and 7 years old.

Each of the tasks presents a sequence of pictures on the screen that together tell a story, yet the pictures get mixed at the start of th...","1,000,000",3.58,https://play-lh.googleusercontent.com/F_TLL3SsTf9MXA5TK_rzSbdIU8XfO_DNgvsdGQws7tx7woMNGC49UOmJsSE0onQ1YfkU
2.263853,0.8452932,Period Tracker & Diary,Parents,Fertility tracking,"Period Tracker is a simple and yet very stylish application that offers the chance to any girl or woman to be in control of their period, ovulation, fertility days and even birth control/contraceptive. We offer you a calendar which helps you predict ...","1,000,000",4.76,https://play-lh.googleusercontent.com/wsjXHCySXIhtpC2oKveXeRhcnSb8eKWgRes3w6gzUkxTbVRKkuCq_7WHOvDjwkAE6W0
5.3973684,12.721673,Learning Numbers,Children,Numeracy development,"★ Colorful Flashcards, Practice Games & Quizzes, Tracing and Songs ♬
★ Fun, Easy & Safe App to teach toddlers numbers & counting.

Learn Numbers is a free educational app designed to introduce toddlers and kids to numbers and counting. It makes le...","50,000",n/a,https://play-lh.googleusercontent.com/C7kABuz0_EMYFo-ei2qKtLtu2iZke_NGWYiDxuP6c-d8IvEsh_SReDO2PKdHc7x6g3Y
0.74226564,9.653203,Baby Panda’s Party Fun,Children,General play,"The Panda Party is coming soon! Help Kiki prepare for and host various themed parties! Come on, join Baby Panda's Theme Party!

Kid’s play as the party host, and take part in the festivities! 
Go shopping for party decorations, food & drinks, and ...","5,000,000",4.39,https://play-lh.googleusercontent.com/9uMzUZG8Tq__8eWnzcVLI5YIwSUKpBbaQX_vyEKifse246qbzkaspBX6_c1fBumAUpI
2.3129816,10.52793,Kids Games - Puzzle World,Children,Learning play,"A perfect App for kids, with games designed by education specialists, aimed at learning areas such as logic, art, music and healthy entertainment.

The star of the app is the puzzle game! It includes 6 different game modes and 4 difficulties, makin...","100,000",n/a,https://play-lh.googleusercontent.com/JTU4GWLUbANc-RIBW_u2iCtYS1Upy6Is7_CQyFS39C_RiWjEbg2nbwYyYVPgbvQCNdk
4.669028,8.176894,Buddy.ai: English for kids,Children,Literacy - English / ABCs,"Meet Buddy, the voice-based virtual English tutor for children ages 4-10. Buddy teaches kids to speak English using unique speech technology and game-like lessons and activities. 

 Speak Spanish, Portuguese, Russian, Turkish, and Polish easily 
I...","10,000,000",4.49,https://play-lh.googleusercontent.com/ZOA8PEBB0Cgc_m9vnBbds_xW6ShVef16ln7Ct6cq5IxgrEuYfwlS61tLx4xmopRAClc
2.0693974,9.741233,Learn Music & Songs Xylophone,Children,General play,"""Learn Music & Songs Xylophone"" is an entertaining game where children and adults can play music easily and simply. At the same time, they can learn together to play familiar songs by playing each one of them in different musical instruments such as ...","1,000,000",3.0,https://play-lh.googleusercontent.com/uQd4VfQZ_iu030WVE13IrvVM6xbnxlBnsDiRrL-iXhHiaAol3I2-TICfb9NeP0HP8RYo
0.8362048,9.451481,Baby Panda's Playhouse,Children,General play,"Welcome to Baby Panda's Playhouse! Explore the Playhouse for countless surprises ! Try role play, cooking, surfing, creative DIY, and make your dreams come true! 

ROLE PLAY
What do you want to be? A chef, a babysitter, the owner of a farm... As t...","10,000,000",3.84,https://play-lh.googleusercontent.com/l8EBz99sU5ob9_T0IbnYhAjvSZh_ZcmThHusowKTYcvS_nMpTzX622hqG8_YOf09ZP4
1.2641363,9.181552,Peppa Pig: Golden Boots,Children,General play,"Join Peppa Pig and friends on their new adventure! 

Fans of the TV show will be delighted with this new app - inspired by the recent 15 minute ‘The Golden Boots’ special episode. This app encourages pre-schoolers to explore the wonderful world of ...","1,000,000",3.99,https://play-lh.googleusercontent.com/kql1snzQUk2EWK0538NyasH-ZY2EXRRH6mh2Fd7F63e2XAup0QKvcHvTf73wDTZdnHI
5.111645,9.073261,Bangla Kids Learning App,Children,Literacy - non-English,The Bangla  Kid's App has been specially crafted for preschoolers by an eminent panel of subject experts. Featuring 20 different categories under a single roof the application is a one-stop complete resource of the preschool syllabus. Focusing on Mul...,"500,000",n/a,https://play-lh.googleusercontent.com/0KQrZpjCCCwC3GvdVem3lyAhmz-wL2E5CMFBtiIKMvwFro635wjMi1-XvsmYg0ujoT0
3.894771,13.01219,"Cuemath: Math Games, Online Classes & Learning App",Children,Numeracy development,"Cuemath app is a free learning app for kids of Kindergarten to class 10. It offers brain training, live online classes with coding & math tutors, math games and other tools for kids to build problem solving skills and elevate their IQ.

We are buil...","1,000,000",3.37,https://play-lh.googleusercontent.com/wspoVFDFfDzh1LgfEp3AEH_x_FGkH-rogOT4-rw_1QBwfvknuljV7T58xTL08hLn8Ds
1.632416,4.3151116,Preggers | Pregnant & Baby app,Parents,Pregnancy tracking,"Preggers is a pregnancy app developed together with licensed midwives. The app is updated continuously to facilitate one of life's greatest adventures and contribute to a good start for the whole family.

Features:
• Follow your pregnancy
• Weekl...","100,000",3.0,https://play-lh.googleusercontent.com/yUpwP47b6LIM3-Kacqfm4ohPh-Yd9KCUIAHtqnZg1a6tl8512Hp3miHIc-EftBymFt0
0.55859894,12.898952,Bini Drawing games for kids,Children,Drawing and colouring,"Enjoy our awesome kids coloring apps for toddler! These games for 3-5 year olds will help your child to draw cute characters! Try our toddler coloring pages and you'll see animals that comes to life!🌈

🐶 Draw all the colorful animals step by step. ...","1,000,000",4.1,https://play-lh.googleusercontent.com/3_XqI5zgbtT70raqduohWaPKFToRBkTwuHp-rCAqVyuTndSMw_Cz9sEO-Z6bJka1BUc
1.2741534,6.0697317,Little Vista Family,Parents,Tracking babies' rhythms,Little Vista Family - Enjoy real-time updates and photos from your child's day. Learn about their daily curriculum and developmental activities. Enjoy peace of mind and rest assured your little one is in good hands....,"10,000",n/a,https://play-lh.googleusercontent.com/8o0oaPGKWBbPMn0-KGpSLIfjGoILniQpNGvCLQCbDMeLMHp0j8Ki6Y_ar1gN20pbOcI
0.40814036,5.7538896,Onoco - Baby and Child,Parents,Tracking babies' rhythms,"Why Onoco?
- Our app at the moment is available for FREE to all users. If you sign up today, and we introduce a premium subscription tomorrow, you will receive Premium access for free!
- Helps to manage your child’s schedule effectively - no more o...","10,000",4.53,https://play-lh.googleusercontent.com/kPEL5_d8bfOmq4PArVoXORA0Z1boJr7YH_aaDL7m0soC9NomxeHEhP-qLkMz6Rf5HNw
0.89664435,3.8218434,Fetal calculator PRO,Parents,Pregnancy tracking,"iFetal is an application aimed at specialists in fetal medicine.

It provides different calculators in the following areas:
- Gestational
- Doppler
- Fetal Anemia
- Preeclampsia
- Fetal Growth
- Congenital Diaphragmatic Hernia

The differen...","1,000",n/a,https://play-lh.googleusercontent.com/ePYzd7rWePY4jNBBMyKwvcrPrgyCjIxiNsDB1oCw2avIhropEF2-hEb3gAbThctlPQ
0.74199224,5.582625,2houses: for separated parents,Parents,Tracking babies' rhythms,"Are you a separated parent? 

2houses is the ideal co parenting app, for all types of separated parents (with one child or more).

2houses is a set of tools that helps separated parents to communicate and become better organized for the well-bein...","50,000",3.67,https://play-lh.googleusercontent.com/-TfXPfpPrUVDyLU5zDrJ_gMWfKZxm4ifjY-j-qgyPab06-xugQemaBG7CKZiM0Vxdsy9
1.3264652,5.0280037,Baby Buddy: Pregnancy & Parent,Parents,Parental support,"Give your child the best beginning with Baby Buddy!

Developed by UK charity Best Beginnings in collaboration with parents, healthcare professionals and partner charities across the country: Baby Buddy is with you throughout your pregnancy and pare...","10,000",4.45,https://play-lh.googleusercontent.com/4ZC10eUf8rtXa3lMJRqS4ZcpPKvnQeo2g47VnXu6wavv6DhiyMe64d68BaMEv4L7kmg
1.8255185,7.766063,MypicturE Nursery Rhymes Vol1,Children,General play,"Have your child STAR in their personalized nursery rhyme collection! NO ADS!

MypicturE Nursery Rhymes Vol1 app enhances toddlers' learning by placing them at the center of nursery rhymes songs. It is an interactive app that enables you to personal...","1,000",n/a,https://play-lh.googleusercontent.com/kRFfw3kidO9Fct09ZMRcGM5nHIS_ps6kHSD2zYFzelOj1aDcwIunvaMJLohzkwND4NYi
2.86211,12.473338,Logic Land Puzzles & IQ Training Adventures Free,Children,Learning play,"Help Jack and Alice find the treasures in Logic Land! In each of the five locations, interesting puzzles and brain games await you.

This educational game includes more than 20 types of tasks, including:
Guessing how a shape looks from above or be...","1,000,000",3.7,https://play-lh.googleusercontent.com/9jBEs2LS0g1oQsqv_e6-Y_IQ0U7pi6lOuXFCkYA6qK9H05eca0GC-3sQR1yTNWdgmwxH
1.5451521,4.573422,MAMA PRO - Pregnancy Tracker,Parents,Parental support,"MAMA PRO is a virtual assistant for women who are planning a pregnancy, are already pregnant or are recovering from childbirth.

Our clients love us because we help them safely and comfortably go through the stages of planning and managing pregnanc...","50,000",n/a,https://play-lh.googleusercontent.com/Q71jJ946PP8XvPcrmhmHVqnaYvhinMvgRv_x44FPhPZivaZ9nfDseYD9jdHb-nbVyKI
1.3935244,3.114068,"Pregnancy Calculator, Calendar",Parents,Pregnancy tracking,Pregnancy calculator is very easy to use tool for expectant mother. You can get to know about each stage of development of baby as it will guide you about pregnancy week by week. This is the best pregnancy tracker application. You cannot find such a ...,"500,000",4.33,https://play-lh.googleusercontent.com/iVNZFNl_hYGhzx4p7eDC1kiD4Q9wBIBHlzi90IMVLBGgH7cNmy6QXNvNO0lVaTxRYRT-
2.4544165,8.334957,Tooth Fairy CAMERA,Children,General play,"Create videos with an animated Tooth Fairy. Fairies are unlocked with a one time purchase. It is free to take screenshots that can be used as photos.

The Tooth Fairy is shown in real-time, as you record. You can follow her with the camera, as she ...","100,000",2.35,https://play-lh.googleusercontent.com/3Wp9mrEIQmU6w3OkcsiEUMhI9dWJWRdBmQxCWrn1MuykGGUD9ij6zboNbU4FqVXxcQ
5.179447,11.466395,Pinkfong Tracing World,Children,Literacy - English / ABCs,"Learn how to write the alphabet and numbers with Pinkfong Tracing World app! 

Let your kids master their ABCs and numbers with Pinkfong Baby Shark's best videos first, and then learn how to write them with fun tracing activities.
Interactive game...","1,000,000",3.67,https://play-lh.googleusercontent.com/zDao5BwjXn5L1G7n5cktEsy77dInmMuIdqiEX0OPKpQ1TP9PNSo79LxuJn-qfe6Nmw
