x,y,title,User,Category,Description,Installations,Score
1.3032507,3.8197155,Pregnancy Tracker & Baby App,Parents,Pregnancy tracking,"Get the pregnancy app and baby tracker chosen by more than 15 million parents.

What to Expect, the world’s best known, most trusted pregnancy and parenting brand, offers a pregnancy app that helps you prepare for parenthood and guides you through ...","5,000,000",4.76
1.9027325,1.3815044,femSense fertility,Parents,Fertility tracking,Take your family planning into your own hands with femSense! Track your cycle with the app and combine it with the femSense temperature measurement patches to display your individual high and low fertile days. The femSense patch detects your ovulatio...,"50,000",n/a
0.72280264,13.11898,Bini Game Drawing for kids app,Children,Drawing and colouring,"These fun drawing games for kids are a creative space for animal and unicorn coloring!🎨 Enjoy our baby drawing apps for kids & little kid games for toddler girls💖

🦄 This game is unique among toddler games for girls and other kids drawing apps beca...","10,000,000",4.1
3.0685189,12.799523,Baby Learning Shapes and Color,Children,General play,"Fun and intuitive matching game for your kid 🤗
It helps to learn shapes in the game. Learning shapes is easy and entertaining now. Your child will love it!

- match shapes with right one
- choose the right figure
- catch all the shapes!

The m...","100,000",3.85
-1.153794,11.486064,Dinosaur Puzzles for Kids,Children,Learning play,"Dinosaur Puzzles for Kids is a fun and educational application for toddlers with 60 different dinosaur-themed puzzles and activities: Puzzles, Shape Matching, Jigsaw Puzzles, Coloring Pages & Decoration.

Puzzles are not only a fun game, but they a...","100,000",n/a
1.56824,1.2935845,Fertility Friend Ovulation App,Parents,Fertility tracking,"You can get pregnant only a few days each cycle. Fertility Friend accurately determines these crucial fertile days based on a few easy body observations. This app is an advanced ovulation calculator, menstrual calendar, fertility chart and period tra...","1,000,000",4.62
2.2621133,0.9676687,WomanLog Pro Calendar,Parents,Fertility tracking,"WomanLog is a menstrual and fertility calendar for women.

WomanLog Period Calendar and Tracker is an excellent choice to track your menstrual cycle and your period.

Extremely reliable. Very helpful. Easy to use.

The WomanLog app offers great...","100,000",4.64
6.239933,9.103285,AlifBee Kids Learn Arabic,Children,Literacy - non-English,"AlifBee Kids is the best way for your kids to learn the Arabic language through games, stories, and songs. They will learn in a safe environment - with no ads or other interruptions! This app is made for kids from ages 2+

Discover the fun world of...","100,000",n/a
1.912899,4.602979,280days: Pregnancy Diary,Parents,Pregnancy tracking,"＼★Enjoy your pregnancy even more★／
A FREE pregnancy record and diary app that you can share with your spouse.
Connecting not only Mommy and Daddy, but also the baby in Mommy's tummy♥
The only app you need to manage your physical condition and medi...","1,000,000",4.45
4.9253097,9.792647,Endless Reader,Children,Literacy - English / ABCs,"As a follow-up to Endless Alphabet, set the stage for early reading success with Endless Reader! This app introduces ""sight words"", the most commonly used words in school, library, and children's books. Kids need to recognize these words by sight in ...","1,000,000",4.24
3.651498,11.675573,Preschool and Kindergarten 2,Children,Learning play,"9 brand-new educational games for preschool and kindergarten aged kids! Featuring helpful voice narration, colorful animations, and fun sound effects these games will help your kids in 9 different subjects including counting, sorting, letters, phonic...","500,000",3.66
-1.9199787,7.0257263,White Noise Deep Sleep Sounds,Parents,Helping babies to sleep,"Say goodbye to sleepless nights and fussy babies. White Noise and Deep Sleep Sounds will lull you or your child to sleep with calming and relaxing sounds. Download the app today and sleep like a baby tonight!

White Noise and Deep Sleep Sounds help...","100,000",4.53
2.578664,9.539838,Papumba: Games for Toddler 2+,Children,Learning play,"★Mom's Choice Awarded as ""Gold Seal of Approval - Excellence in Family-Friendly Products"", Papumba subscription app is your key tool in your child’s learning path★

Tailored for kids aged 2 to 7
With Papumba, children have access to a world of kno...","1,000,000",4.73
3.747687,9.350692,Baby phone - kids,Children,Learning play,"With this educational phone your kids can learn colors, numbers, animals sounds, animals names, shapes, musical notes. With text and audio.

All in English, Spanish and Portuguese. Enjoy!...","1,000,000",3.75
1.2042339,5.1407757,Tinto - support for parents,Parents,Parental support,"For parenting advice you can trust, ask Tinto. Join our community to get fast, high quality parenting help for you and your baby from like-minded mums and women’s health experts.

“Tinto: new social app uses AI to match up like-minded mums for supp...","10,000",4.92
1.8384395,5.369751,Baby Pics,Parents,Baby photos,"The original, award-winning baby milestone photo editor. Ranked #1 photo app in 90+ countries. 

*‘A must have for new parents’ - Pregnancy & Newborn magazine*
*‘The perfect pregnancy app for an expecting Mommy’ - The Daily Dot*

Pregnancy Miles...","1,000,000",4.69
3.8925052,8.610672,Let's Read - Digital Library,Children,Literacy - English / Reading and Stories,"Enjoy reading fun and colorful storybooks with the children in your life for free with the Let’s Read app. With thousands of books from local authors and illustrators in a wide variety of underrepresented languages and English, help your children fal...","100,000",3.79
5.151489,12.978584,Numbers - 123 games for kids,Children,Numeracy development,Learning numbers for kids is an educational game for preschoolers. The game will allow boys and girls to learn numbers 1 to 20 while playing entertaining mini-games. Learning numbers features over 100 educational activities for your child to enjoy. T...,"1,000,000",4.25
1.6405029,4.5027947,Pregnancy tracker chat for mom,Parents,Pregnancy tracking,"Expecting? New mom? Join our community of moms and moms to be who chat, laugh, brag, cry and support each other. Pregnancy tracker day by day: learn what to expect when you’re expecting

Find your kindred spirit at the same stage of parenting, from...","1,000,000",4.51
1.9969587,9.51093,Musical Game for Kids,Children,General play,"It is an application specially created so that all boys and girls get closer to music, can share great moments with their parents, and have fun while developing musical skills.

The application interface is colorful and bright. It will interest and...","1,000,000",3.76
6.2491593,11.225248,LetraKid: Writing ABC for Kids Tracing Letters&123,Children,Literacy - English / ABCs,"New game for preschool and primary school kids learning how to write.
LetraKid is an educational game for kids 4, 5, 6, 7, 8 years old that can help them to learn to write block/print letters and pre cursive, while having fun when doing so!
Alphabe...","1,000,000",4.1
5.293258,9.258851,Learn Months and Days,Children,Learning play,Learn months and days is a learning app for kids which will help them in memorizing the months and days in serial order. This is the basic thing that every kid should learn at an early age because it will be helpful for them for a lifetime. With the ...,"50,000",n/a
4.8920527,9.569877,Phonics - Sounds to Words,Children,Literacy - English / ABCs,"Start off learning the sounds a, m, s, t and the revision level. One In-App purchase gives you access to the remaining levels and sounds - no more to pay. 

No internet access required and no adds.

** ideal for beginning readers, pre-schoolers a...","500,000",3.57
4.158154,13.344615,The Fixies Cool Math Learning Games for Kids Pre k,Children,Numeracy development,"The Fixies (also known as Fiksiki) is one of the best educational games for kids in the market. This is cool math! Thanks to the edu apps, children learn arithmetic: boys and girls learn to count, to add and subtract. They learn numbers, shapes, and ...","1,000,000",4.56
2.3787346,11.379453,"Baby Games: learn, 2+ year kid",Children,Learning play,"Play & Learn! 
Educational, simple puzzles for 2, 3, 4 year old toddlers. Kids love to play, but they also love to explore, discover and learn if the process is fun enough. Our baby puzzles are: colorful, intuitive toddler games, tailored specifical...","1,000,000",4.68
5.5156016,10.8033085,ABC Games: Phonics & Tracing,Children,Literacy - English / ABCs,"ABC Kids Learning game - a fun way to learn alphabet for kindergarten kids.
Educational ABCD games for kids are designed to be the most engaging and effective way for learning letters and phonics, with simple interface for even toddlers.

2 ABC ga...","1,000,000",4.51
2.0663238,11.103482,"Toddler Puzzles–Alphabet, Numbers, Shapes, Animals",Children,Learning play,"“Toddler Puzzles–Alphabet, Numbers, Shapes, Animals” is an educational mobile game which is designed and developed for kids to help them to learn alphabet, Numbers, Shapes, Animals, Vehicles, and Fruits. 
Totally six categories of objects are includ...","1,000",n/a
1.1662794,9.353608,Peppa Pig: Theme Park,Children,General play,"Join Peppa and her friends as they head to the theme park in this OFFICIAL app.

Peppa Pig is visiting the Theme Park, and she wants you to come too! 

Fans of the show will love this theme park inspired adventure, which encourages them to explor...","1,000,000",3.89
0.96084255,11.77821,Kids animal puzzle and memory,Children,Learning play,"A variety of educational and fun puzzle and memory training games for animal lovers that teach young children the alphabet, counting and over 60 different animals in a fun and intuitive way. The games vary in difficulty and include jigsaw puzzle, con...","100,000",n/a
3.4379075,8.839802,Read Aloud Read To Me for Kids,Children,Literacy - English / Reading and Stories,This educational app for kids is an exclusive library of educational Real Along books for children 2-11 years old that simplifies reading & learning for parents and children. It helps parents to get their children preschool and kindergarten ready as ...,"50,000",4.83
0.05694665,4.7890615,"ParentLove - Baby Tracker, Feeding, Breastfeeding",Parents,Tracking babies' rhythms,"Designed and constantly enhance by a Newborn Care Specialist & Breastfeeding Specialist (CLC), Mother of 2!
ParentLove: Baby Tracker is your all-in-one Baby Tracker, that will allow YOU and ALL care providers to easily TRACK and seamlessly SHARE with...","100,000",4.94
2.8479655,12.816237,Highlights Shapes – Shape Sorting & Color Mixing,Children,Learning play,"Accompanied by a friendly fox - and other animal buddies along the way - young children will learn and practice matching, sorting, mixing and categorizing shapes and colors through imaginative activity-filled worlds. Visit an ancient jungle, the magi...","100,000",4.27
4.4162536,13.154962,Education Math games for kids & Kindergarteners,Children,Numeracy development,"Kids learn numbers and preschool math is a great math and numbers learning game for preschoolers.

With Kids learn numbers and preschool math your child will have lots of fun and, at the same time, develop the following capabilities:
✔ Counting an...","100,000",4.0
1.2657102,11.95807,Toddler Games & Kids Baby Puzzles for toddlers,Children,General play,"Zoo Puzzles is a cheerful educational app for children from 2 up to 5 years old! The game includes over 60 colorful puzzles with bright pictures of animals. 

Because the interactive interface is specifically designed for toddlers, your child will ...","100,000",n/a
3.931366,10.520333,ABCmouse.com,Children,Learning play,"Math and Reading for Kids 2–8

ABCmouse is the award-winning learning program that covers reading, math, art, music, and more for kids ages 2 to 8. Created by teachers and education experts, it has 10,000+ exciting Learning Activities for children ...","10,000,000",3.04
5.9080014,11.330108,CandyBots Tracing Writing Baby,Children,Literacy - English / ABCs,"✏️ Tracing Letters Phonics - Writing Reading Activity Practice - Learning Game for Kids! ✏️
Candybots Tracing Kids ABC 123 is a fun tracing writing game for baby, toddlers and preschool kids! Teach your little baby girls and boys trace handwriting a...","10,000",n/a
2.949177,11.891278,Kids Preschool Puzzles,Children,Simple puzzles,"Kids learning games is all we do!

In addition to the two categories of puzzles contained in the lite version (i.e. Animals and Food), this full version of Kids Preschool Puzzle also contains Transport, Geometric Figures, Numbers, Letters, Sport, O...","100,000",4.29
6.267311,11.292685,LetraKid PRO: Cursive Alphabet School Writing Kids,Children,Literacy - English / ABCs,"""LetraKid PRO: Cursive Alphabet School Writing Kids"" is an educational learning game app for kids 4, 5, 6, 7, 8 years old that can help them to learn to write cursive letters, while having fun when doing so!
Alphabet, ABCs letters, 0-9 numbers, shap...","1,000",n/a
2.032926,1.1768687,Period Tracker Deluxe,Parents,Fertility tracking,"Period Tracker is the easiest way to track your periods! 

* Press a button at the start of your period every month. Period Tracker logs your dates and calculates the average of your past 3 months' menstrual cycles to predict the start date of your...","100,000",4.53
2.4890287,10.911928,"Baby Game for 2, 3, 4 Year Old",Children,Learning play,"Play over 350+ toddler games for 2-4 year olds which include puzzle games,  number learning games, popping bubbles, coloring games, joining the dots, dressing up, matching the pairs, and much more. All of these games will help build a positive approa...","1,000,000",3.52
-1.7685335,8.128971,Classical music for baby 2019,Parents,Helping babies to sleep,"*** The biggest classical music for baby sleep! 
*** Works without internet (offline)!
*** Free sound for unborn baby!


It looks like a children's phone with songs, there are pictures of musicians on the screen, there are 3 sections: lullabies,...","100,000",n/a
2.9402928,9.439538,Baby Phone. Kids Game,Children,Learning play,"Baby Phone is a fantastic educational game aimed at babies 6 months and up to learn numbers, animal sounds, nusery rhymes, lullabies and musical notes while having fun playing. Our game will convert the smartphone into a phone for children. A phone f...","10,000,000",3.47
2.268788,11.121832,Fruits and vegetables learning,Children,Learning play,Learn Fruits and Vegetables for kids is an educational game for children from 2 years old that helps them acquire new vocabulary and work on language comprehension. Our application has 12 educational activities to encourage the learning of young chil...,"100,000",n/a
1.7607899,5.6287756,"Tinybeans Family Album, Baby Milestones & Journal",Parents,Baby photos,"The best private family album and baby book! We automatically organize your photos, videos, and baby milestones for you.

Loved by 4 million users! Tinybeans is a go-to lifestyle resource for all things parenting. Stay connected with family as you ...","500,000",2.74
-0.435595,10.054506,Truck games - build a house,Children,General play,"Trucks for kids - build a house - building game where toddlers learn different types of trucks and how to build a house, arbor, mill and even swimming pool.

Jcb wala games for free not only games for boys, but also for girls. If your kids are fond...","100,000,000",4.06
-1.6431288,8.133009,Lullabies for Babies,Parents,Helping babies to sleep,"Lullabies for Babies App is a free offline application which helps your baby to fall asleep faster.

The app contains the most popular lullabies and nursery rhymes selection:
Brahms Lullaby, Twinkle Twinkle Little Star, Rock a bye baby, Baa baa bl...","100,000",4.89
-0.18906239,5.0626006,Breastfeeding - Baby Tracker,Parents,Tracking babies' rhythms,"By a mom for other moms: Track and share all your baby's activities.
No ads, adaptable styles, status bar widgets and a night mode make tracking a breeze.
Track breastfeeding, complementary feeding, sleeps, crying, weight, height and head circumfer...","100,000",4.53
5.2280135,12.699358,123 Numbers - Count & Tracing,Children,Numeracy development,"Learning is fun again with 123 Numbers - Count & Tracing, the best numbers educational app for children!

Help your toddler or preschool child learn the numbers, tracing, counting and more with this easy to use app designed for kids and parents to ...","5,000,000",4.33
-0.15544441,11.505445,Bibi.Pet Dinosaurs games for kids 2-5,Children,Learning play,"Bibi.Pet Dinosaurs will take you back in time to discover the prehistoric world.
Together with the T-Rex, the Triceratops and all the others, you will be able to have fun with lots of educational activities designed for pre-schoolers.

You will be...","100,000",4.38
3.7081275,11.170125,PBS Parents Play & Learn,Children,Learning play,"***UPDATED VERSION** features a summer background and new stickers for lots of summer fun! Go to the beach! Make patterns with seashells! Play in the sand with Dee and Del! Fly a kite or sail a boat!*

*Parents' Choice Silver Award Winning App!*   ...","500,000",3.55
2.986496,12.092112,Shapes and Colors kids games,Children,Learning play,"Enjoy a unique learning app for toddlers 2-4 years old. Small children and toddlers will love these games, with colorful geometric shapes and multiple levels. Smarter, happier playtime for your baby!

KEY APP FEATURES:

• Sort by SHAPE – Circle, ...","100,000",n/a
5.5621805,10.560799,Toddler Games for kids ABC,Children,Literacy - English / ABCs,"ABC kids Games - Learn Alphabet letters and phonics is a fun way to teach alphabet to ukg and kindergarten kids. Educational A to Z games for kids are designed to be engaging and effective way to teach letters and phonics, for toddlers (2,3) and 5 ye...","1,000,000",3.33
3.1009998,10.744404,Preschool Games For Kids 2+,Children,Learning play,"Looking for a free preschool game for kids? This fun educational app helps your children to learn early learning concepts with endless fun mini games! Great game for toddlers, preschoolers, kindergarteners, teachers, schools, homeschoolers, parents a...","50,000",3.67
1.3153375,3.5012794,Pregnancy tracker - Momly,Parents,Pregnancy tracking,Welcome to our FREE pregnancy tracker with due date countdown 😍 First-time pregnancy is a wonderful experience but it may be really stressful. We’re here to help future moms and provide them with all the information they will need. These 280 days wil...,"1,000,000",4.75
1.3021743,5.6943,"Peekaboo Moments – Babybook, memories & moments",Parents,Baby photos,"We can helps parents create shared moments & memories with family and friends. With this app, you can record baby’s every precious moment of your babies and memories will last permanently.

👶SECURED SPACE, SHARING FRIENDLY
We completely understand...","1,000,000",4.63
3.612792,10.016162,Toddler Flashcards for Kids,Children,Learning play,"Toddler Flashcards for Kids is best preschool application for your baby designed for learning first words.

Kindergarten and preschool children will enjoy the baby flash cards game. The flashcards for kids have many educational advantages.

Toddl...","1,000,000",4.39
4.2802963,13.331538,Kids Numbers and Math,Children,Numeracy development,"Wouldn't it be just wonderful if there was a simple game for preschoolers that made learning numbers and basic math skills enjoyable?  There is!  It's called Kids Numbers and Math. 
By playing the activities, kids earn puzzles pieces for their Bug C...","100,000",4.06
5.038135,13.299979,Endless Numbers,Children,Numeracy development,"As a follow-up to Endless Alphabet, set the stage for early numeracy learning with Endless Numbers!  Kids will have a blast learning number recognition, sequences, quantity, numerical patterns, and simple addition with the adorable Endless monsters. ...","500,000",4.16
5.82116,10.30307,Alphablocks: Letter Fun!,Children,Literacy - English / ABCs,"From the BAFTA nominated pre-school learning TV shows Alphablocks and Numberblocks, we bring you Alphablocks Letter Fun!

Your little ones are going to LOVE interacting with the Alphablocks in this amazing App. It’s hugely entertaining to play and ...","10,000",3.45
-0.93378067,4.8429966,pumpspotting breastfeeding app,Parents,Tracking babies' rhythms,"pumpspotting is the go-to breastfeeding app designed by moms, specifically to support you during your feeding journey.
We:
provide access to feeding experts for virtual consultations
help you find the answers to all the nursing, pumping and feedin...","5,000",n/a
3.1242368,8.54263,Tell: record + share stories,Children,Literacy - English / Reading and Stories,"Storytelling made easy and personal! Stay in touch with your family even hundreds of miles away!

Imagine your kids listening to your voice while watching illustrated stories from the most famous authors. Or even better, imagine giving life to your...","1,000",4.37
3.2884548,9.450546,Toddler Feelings,Children,Learning play,"This simple but super fun app for toddlers and young kids helps to learn the names of different faces and emotions.  Help them master these words so they can better communicate how they're feeling (instead of just whining or crying).


Faces inclu...","10,000",2.5
0.8049746,12.682711,BeeArtist - Learn to Draw for Pre-School Kids.,Children,Drawing and colouring,"New game for preschool and primary school kids.
BeeArtist is an educational game for children aged 3, 4, 5, 6, 7 years old.
It is a virtual coloring book with unicorns and dragons that will be suitable for boys and girls.
This learning game will t...","50,000",n/a
1.3485931,10.720888,Cute Animals Cards PRO,Children,General play,"* Learning Languages in a Playful Way.
* Quick, Fun & Easy Ways to Learn Animals with Multiple Languages. 
* Learn English Faster

Pro edition features
(1) No Ads
(2) Provides full-function (* Auto-Run Mode)
(3) Support offline mode
(4) Suppo...","5,000",n/a
3.6471934,10.447425,Kids Preschool Learning Games - 150 Toddler games,Children,Learning play,"★★★★★ Kids Preschool and kindergarten Learning Games free for Toddlers - All-in-one ★★★★★

★ Includes 150+ mini kids games with interactive, helpful voice narrating, colorful graphics, and great sound effects to help your kids learn Alphabets, Spel...","10,000,000",4.06
1.1686813,10.028234,PAW Patrol Rescue World,Children,General play,"Explore Adventure Bay like never before in PAW Patrol™ Rescue World!  
SAFE & EASY fun game play for kids from their favorite show! Whenever there’s trouble, just yelp for help! 

Fun games designed for boys & girls in Pre school & Kindergarten! N...","10,000,000",3.95
0.06370595,10.116425,The Fixies: Fun Boy Games!,Children,General play,"Boy game for kids and free cool games for girls in which to fix objects! 😉 Play cool boy games and helicopter escape! There are little kid games for boys free! Let's fly! 🚁

The Fixies the Masters are back! 🔨🔧🔩 This time Fixies will ride a helicopt...","1,000,000",4.2
1.4597347,12.046065,Hair saloon - Spa salon,Children,General play,"The developing game Hair Salon will help to feel like a true professional in the fashion world. Shoes, a dress, a make-up - all this makes the girl beautiful, but the hairdress is the most important. Choose your model and make it the star of fashion ...","50,000,000",4.03
4.950183,12.913658,Preschool Math Games for Kids,Children,Numeracy development,"Learn 123 numbers, counting to 100, tracing, Addition & subtraction, shapes & much more with our Math Games for Kids for preschool & kindergarten. It is an award-winning kindergarten math program for kids 3, 4, 5, 6 years olds, packed with 180+ fun a...","100,000",3.41
-0.60528207,6.253469,Little Ones™,Parents,Helping babies to sleep,"Introducing the Little Ones™ App

A comprehensive program to help your little one sleep well for years to come.

With Little Ones you will discover:
• Our secret formula for sleep success that has helped over 200,000 families worldwide
• The ke...","50,000",3.35
5.2983117,10.043506,Magic Letters - Alphabet in 3D,Children,Literacy - English / ABCs,"Build words, learn the alphabet and names of the objects, practice pronunciation. Learn and have fun!

Magic Letters is an educational mobile game. You play using toy blocks with letters. The game is divided into multiple stages. If you want to pas...","10,000",4.43
-1.6553397,8.249917,Lullaby for babies,Parents,Helping babies to sleep,"Your baby cries a lot? Can you put a nice sound to calm your baby and sleep like an angel. Choose the music and the time and put your child to sleep, a beautiful song That will really calm your baby.
Lullabies are sung by mothers around the world fo...","5,000,000",4.81
1.2052484,3.3718164,Gestational Age Pro,Parents,Pregnancy tracking,"Gestational Age is simply the fastest application for this purpose. With only SIX TOUCHES the result appears. The application is very flexible and is perfect for anyone who needs to get the data quickly!

Unlike other applications with the same pur...",500,n/a
1.2357457,10.697656,Monster Mingle,Children,General play,"** nominated for Children’s BAFTA award ** 

Choose different body parts to help explore the world and uncover each unique island. Discover fun creatures, musical scenery and hidden surprises as your monster plays in this magical kingdom.

A free...","10,000",4.25
-1.9176111,7.0384555,"Baby Sleep Sounds, SleepMatic, White Noise Machine",Parents,Helping babies to sleep,"White-Noise Machine to put your baby to sleep in seconds.
√ One single page - Very simple to use.
√ 16 high quality white noises to put baby to sleep.
√ No complex menus or forced subscription offers.
√ All features are free to use.
Start to use...","50,000",n/a
-1.292658,7.1637077,BabySleep: Whitenoise lullaby,Parents,Helping babies to sleep,"Puts your baby to sleep.

This app is intended especially for parents of newborns. It helps them put their babies to sleep instantly. The app uses classic white noise sounds (lullabies) proven to be more effective than music, tones or sung by gener...","1,000,000",4.69
1.7791344,10.345722,Toca Life: School,Children,General play,"Grab your backpack— it’s time for Toca Life: School! Teach a class, pick a locker and have a food fight in the cafeteria! With five locations and 34 characters, you can create your very own school adventures!

INTRODUCING TOCA LIFE
Thanks to the o...","100,000",4.11
1.8113014,12.378449,Kids Animals Jigsaw Puzzles,Children,Simple puzzles,"If you or your children like jigsaw puzzles, you will LOVE Super Puzzle!

This game works almost like a real jigsaw puzzle for kids. When you select a piece it stays on the board even if you place it incorrectly, and you can move the piece until it...","10,000,000",4.65
3.5462704,11.093238,Educational Games for Kids - Colors Numbers Shapes,Children,Learning play,"★★★★★ Kids Preschool and Kindergarten Learning in 6 Categories - All-in-one ★★★★★

An educational and fun app for toddlers & preschool (kindergarten) children. It will help kids to learn colors, numbers, shapes, animals, fruits, vehicles with pleas...","1,000,000",n/a
1.777691,7.8792157,Nursery Rhymes Videos Offline,Children,General play,"Cute Nursery Rhymes, Poems, Kids Songs & Baby Songs are a free offline* ( One-time download) collection for toddlers to sing-along some of the best preschool nursery rhymes. With lots of interactive animations & graphics, this is a one-stop app for y...","100,000",n/a
-0.03377685,4.8142843,Baby Tracker: Sleep & Feeding,Parents,Tracking babies' rhythms,"Being a mom or dad can be very tiring and challenging! This Baby Tracker App handles details so you can focus on what matters 💜

Get everything new parents need for your newborn baby with the best newborn baby tracker for moms and dads. We make it ...","10,000",4.17
1.8587924,9.213377,Pippi's Villa Villekulla,Children,General play,"Explore Pippi Longstocking's amazing house Villa Villekulla! In here there are no rules. Bring out your inner child and do whatever you want!

★ Dress up Pippi and her friends in all sorts of crazy outfits!
★ Bake your own wacky cakes and serve th...","50,000",4.41
4.9685936,8.131155,LanguageScreen,Children,Learning play,"LanguageScreen enables education professionals to assess young children’s oral language skills accurately and quickly. LanguageScreen is the product of extensive research by a team at the University of Oxford.

LanguageScreen assesses four componen...","1,000",n/a
0.7883572,10.588208,Peppy Pals Social Skills,Children,Learning play,"The gender-neutral animals socialize, take care of each other and solve problems in a tranquil and calm setting. Stay on the beach, go to the farm or visit a magical school through scenarios that your child can relate back to real life. Colorings, pu...","50,000",n/a
0.36361772,6.020641,The Wonder Weeks,Parents,Tracking babies' rhythms,"The #1 baby app worldwide! Understand why & when your baby suddenly cries more than usual, is not themselves and… what you can do to help. 

Your baby is suddenly crying all the time, clinging to you, and you ask yourself what is wrong. The good ne...","1,000,000",4.2
6.091574,11.3741665,Writing Wizard - Kids Learn Letters & Phonics,Children,Literacy - English / ABCs,"LEARN HANDWRITING

Writing Wizard is an award winning educational app used in many schools (110,000 units sold).
It helps your kid to learn how to write the alphabet, numbers and words through a fun system carefully designed to maintain motivation...","5,000,000",3.86
-0.5396311,4.6687512,Feed Baby - Baby Tracker,Parents,Tracking babies' rhythms,"The perfect breastfeeding and baby tracker.. Join over 1.2 million new parents who have used Feed Baby to log and record all aspects of their newborn’s development. This is the only app you will need to care for your little one.

With this world cl...","1,000,000",4.44
1.3314549,4.7089996,Pampers Club: Diaper Offers,Parents,Parental support,"Download Pampers Club today and earn Pampers Cash*! Redeem your Pampers Cash for exclusive Pampers coupon savings and rewards!  Receive $30 at Ergobaby for registering and $5 Pampers Cash* for your first 3 scans! 


Join millions of experienced & ...","1,000,000",n/a
-0.2741219,5.059641,Breastfeeding tracker Pump log,Parents,Tracking babies' rhythms,"Baby tracker Erby helps you easily track and record breastfeeding, pumping, newborn activity, sleep statistics. It's also a handy food diary for your baby and nursing mom!

You will be able to make sure that the newborn is getting enough breast mil...","50,000",4.0
5.9847727,8.976376,Amal - أمل : Kids learn Arabic,Children,Literacy - non-English,"🏆 Winner of 2021 Seedstars Child Development Award 🏆

Made for Kids 3 to 10. Your child will learn the Arabic language, starting from the Arabic Alphabet and numbers all the way up to fluency. Learning more than 10,000 + words in Arabic, playing ga...","50,000",5.0
1.3048434,4.6034226,WeMoms - Pregnancy and Moms,Parents,Parental support,"Who can understand a Mom better than another Mom ?

Let's be clear about it, becoming a mother is a wonderful but challenging adventure: pregnancy, childbirth, breastfeeding, baby bottles, diapers, crying, sleep, illness, first teeth... without for...","1,000,000",3.42
6.379316,9.494495,Learn to Write Arabic Alphabet,Children,Literacy - non-English,"This educational app brings the Arabic alphabet to life, with the ability to draw the letters out by hand using the colors your children want to use.

For many kids, simply reading and writing isn’t enough to help them learn. They need to develop a...","10,000,000",3.57
3.3151832,10.125801,Baby Games,Children,Learning play,"Baby Games - a collection of free fun toddler games to entertain and keep your baby happy. Ideal for a one year olds, two year old and three year old babies and infants.
Includes the following fun Baby Games:

Burst the balloons: This game improve...","5,000,000",3.82
4.7543592,8.410555,Learn Dutch With Amy for Kids,Children,Literacy - non-English,"Learn Dutch With Amy helps young children to improve their vocabulary.

• 13 appealing categories like farm, numbers, transportation, and body.
• Test the listening and reading skills of your child.
• For children 2 to 7 years.

How can Learn D...","100,000",n/a
5.232626,13.280646,Numberblocks: Hide and Seek,Children,Numeracy development,"From the multi award-winning animators and producers of BAFTA nominated pre-school learning favourites Alphablocks and Numberblocks, we bring you Numberblocks Hide and Seek.

As seen on CBeebies.

This app helps your child get to grips with addit...","10,000",3.6
2.948495,11.679145,Preschool Adventures-1,Children,Learning play,"Fun game that teaches preschool kids numbers, colors, shapes, animals, and more. 
Preschool Adventures-1 is a wonderful game with educational puzzles for preschool age 3-4 years old kids.
Completely safe, this game is a perfect preschool academy to...","1,000,000",4.02
0.44449612,11.572025,Puzzle and Colors games for kids,Children,General play,"Here are the Puzzles and Colors of the magic world of Bibi.Pet, where learning has never been so much fun.

With drawings to color in, children can express their creativity and develop their artistic abilities.

Using the puzzles and stickers, ch...","50,000",4.14
4.7895045,8.1954155,Learn English With Amy for Kids,Children,Literacy - English / ABCs,"Learn English With Amy helps young children to improve their vocabulary.

• 13 appealing categories like farm, numbers, transportation, and body.
• Test the listening and reading skills of your child.
• For children 2 to 7 years.

How can Learn...","10,000",n/a
4.6834755,10.296632,Kids Learn to Read Lite,Children,Literacy - English / ABCs,"Reading made easy!

Already enjoyed by over five million families, Learn to Read with Tommy Turtle is a delightful game that invites preschool-aged children to blend sounds into words, read and form simple words, identify spoken words and learn wor...","5,000,000",3.9
4.6187916,13.19442,Sago Mini Numbers,Children,Numeracy development,"*Try before you buy!* Enjoy a free trial, no strings attached!

Learning early math skills is as easy as 1, 2, 3 with Sago Mini Numbers! Discover fun numeracy activities that make it easy for your child to build confidence in math. Preschoolers pra...","10,000",n/a
4.433105,8.716321,Sir Linkalot Spelling,Children,Literacy - English / ABCs,"▸ WINNER – Best Educational App at the UK BETT awards 2020 
▸ Proven improvement by 70–150%
▸ Used in UK classrooms to boost test performance and for SATs revision
▸ New content added regularly (500+ words & counting)


◆ SPEED UP LEARNING, ACE...","10,000",3.96
-0.8667239,11.148868,Dino Puzzle,Children,Simple puzzles,"""Funny Dinosaurs"" is an educational jigsaw puzzle game for kids 3, 4, 5 years old and even for toddlers from 1-2 year old.

These bright kids puzzles bring your child into amazing dinosaur world. Your kid will assemble the cartoon dino puzzles, lea...","5,000,000",4.21
0.17317842,9.034716,Nighty Night Circus,Children,General play,"""Nighty Night Circus"" has a magical setting and a very special bedtime-atmosphere full of animations and color. 
Children find themselves in a circus setting with 8 circus animals, which they can bring to bed by switching off the lights or blowing o...","10,000",3.93
